,Strand,Sub-Strand,SpecificLearningOutcomes,SuggestedLearningExperiences,key_inquiry,Exceeds Expectations,Meets Expectations,Approaches Expectations,Below Expectations,grade
10,1.0Numbers,"1.2WholeNumbers
(25lessons)","identifyplacevalueofonesandtens,","Learnersinpairs/groupstocountby1’sand
2’supto20startingfrom anypointusing
concreteobjectsaswellasbodyparts.
 Learnerstotaketurnsincountingby:
 -5’supto50startingfrom zero
 -10’supto100startingfrom zero.
 Learnersinpairs/groupstocountby1’s
and2areusinganumberline.
 Learners in pairs/groups to play games
that involve representing numbers 1-
50usingconcreteobjects.
 Learnerstoidentifyplacevalueofones
andtens.
 Learnersinpairstoreciteandwrite
numbers1-50insymbols.
 Learnerstopracticewritingnumbers
1-10inwords.
 Learnerstoidentifymissing
numbersinnumberpatternsupto
20.
 Learnersinpairstocreatepatternswith
numbersupto20andsharewithother
groups.
 Learnerstoplaydigital
gamesinvolvingwhole
numbers.
 Learnerstoroleplayacashierinday
todaylifeactivitiessuchasacashier
counting5shillingcoins","Howmanyways
canwecountfrom
1-20?","Correctly:countsupto100, represents
numbers1-50usingconcreteobjects,
identifiesplacevalueofonesand
tens, reads, writesnumbersin
symbolsandwords, worksout
missingnumbersinnumberpatterns
andbeyond","Correctly:countsupto100,
representsnumbers1-50using
concreteobjects, identifiesplacevalue
ofonesandtens, reads, writes
numbersinsymbolsandwords, works
outmissingnumbersinnumber
patterns.","Inconsistently:countsupto100,
representsnumbers1-50usingconcrete
objects, identifiesplacevalueofonesand
tens, reads, writesnumbersinsymbols
andwords, worksoutmissingnumbers
innumberpatterns.","Majorinaccuraciesin:countingupto
100, representingnumbers1-50using
concreteobjects, identifyingplacevalue
ofonesandtens, readingandwriting
numbersinsymbolsandwords,
workingoutmissingnumbersinnumber
patterns.",one
11,1.0Numbers,"1.2WholeNumbers
(25lessons)","readandwritenumbers1-50insymbols,","Learnersinpairs/groupstocountby1’sand
2’supto20startingfrom anypointusing
concreteobjectsaswellasbodyparts.
 Learnerstotaketurnsincountingby:
 -5’supto50startingfrom zero
 -10’supto100startingfrom zero.
 Learnersinpairs/groupstocountby1’s
and2areusinganumberline.
 Learners in pairs/groups to play games
that involve representing numbers 1-
50usingconcreteobjects.
 Learnerstoidentifyplacevalueofones
andtens.
 Learnersinpairstoreciteandwrite
numbers1-50insymbols.
 Learnerstopracticewritingnumbers
1-10inwords.
 Learnerstoidentifymissing
numbersinnumberpatternsupto
20.
 Learnersinpairstocreatepatternswith
numbersupto20andsharewithother
groups.
 Learnerstoplaydigital
gamesinvolvingwhole
numbers.
 Learnerstoroleplayacashierinday
todaylifeactivitiessuchasacashier
counting5shillingcoins","Howmanyways
canwecountfrom
1-20?","Correctly:countsupto100, represents
numbers1-50usingconcreteobjects,
identifiesplacevalueofonesand
tens, reads, writesnumbersin
symbolsandwords, worksout
missingnumbersinnumberpatterns
andbeyond","Correctly:countsupto100,
representsnumbers1-50using
concreteobjects, identifiesplacevalue
ofonesandtens, reads, writes
numbersinsymbolsandwords, works
outmissingnumbersinnumber
patterns.","Inconsistently:countsupto100,
representsnumbers1-50usingconcrete
objects, identifiesplacevalueofonesand
tens, reads, writesnumbersinsymbols
andwords, worksoutmissingnumbers
innumberpatterns.","Majorinaccuraciesin:countingupto
100, representingnumbers1-50using
concreteobjects, identifyingplacevalue
ofonesandtens, readingandwriting
numbersinsymbolsandwords,
workingoutmissingnumbersinnumber
patterns.",one
12,1.0Numbers,"1.2WholeNumbers
(25lessons)","writenumbers1-10inwords,","Learnersinpairs/groupstocountby1’sand
2’supto20startingfrom anypointusing
concreteobjectsaswellasbodyparts.
 Learnerstotaketurnsincountingby:
 -5’supto50startingfrom zero
 -10’supto100startingfrom zero.
 Learnersinpairs/groupstocountby1’s
and2areusinganumberline.
 Learners in pairs/groups to play games
that involve representing numbers 1-
50usingconcreteobjects.
 Learnerstoidentifyplacevalueofones
andtens.
 Learnersinpairstoreciteandwrite
numbers1-50insymbols.
 Learnerstopracticewritingnumbers
1-10inwords.
 Learnerstoidentifymissing
numbersinnumberpatternsupto
20.
 Learnersinpairstocreatepatternswith
numbersupto20andsharewithother
groups.
 Learnerstoplaydigital
gamesinvolvingwhole
numbers.
 Learnerstoroleplayacashierinday
todaylifeactivitiessuchasacashier
counting5shillingcoins","Howmanyways
canwecountfrom
1-20?","Correctly:countsupto100, represents
numbers1-50usingconcreteobjects,
identifiesplacevalueofonesand
tens, reads, writesnumbersin
symbolsandwords, worksout
missingnumbersinnumberpatterns
andbeyond","Correctly:countsupto100,
representsnumbers1-50using
concreteobjects, identifiesplacevalue
ofonesandtens, reads, writes
numbersinsymbolsandwords, works
outmissingnumbersinnumber
patterns.","Inconsistently:countsupto100,
representsnumbers1-50usingconcrete
objects, identifiesplacevalueofonesand
tens, reads, writesnumbersinsymbols
andwords, worksoutmissingnumbers
innumberpatterns.","Majorinaccuraciesin:countingupto
100, representingnumbers1-50using
concreteobjects, identifyingplacevalue
ofonesandtens, readingandwriting
numbersinsymbolsandwords,
workingoutmissingnumbersinnumber
patterns.",one
13,1.0Numbers,"1.2WholeNumbers
(25lessons)","identifymissingnumbersin
numberpatternsupto20,","Learnersinpairs/groupstocountby1’sand
2’supto20startingfrom anypointusing
concreteobjectsaswellasbodyparts.
 Learnerstotaketurnsincountingby:
 -5’supto50startingfrom zero
 -10’supto100startingfrom zero.
 Learnersinpairs/groupstocountby1’s
and2areusinganumberline.
 Learners in pairs/groups to play games
that involve representing numbers 1-
50usingconcreteobjects.
 Learnerstoidentifyplacevalueofones
andtens.
 Learnersinpairstoreciteandwrite
numbers1-50insymbols.
 Learnerstopracticewritingnumbers
1-10inwords.
 Learnerstoidentifymissing
numbersinnumberpatternsupto
20.
 Learnersinpairstocreatepatternswith
numbersupto20andsharewithother
groups.
 Learnerstoplaydigital
gamesinvolvingwhole
numbers.
 Learnerstoroleplayacashierinday
todaylifeactivitiessuchasacashier
counting5shillingcoins","Howmanyways
canwecountfrom
1-20?","Correctly:countsupto100, represents
numbers1-50usingconcreteobjects,
identifiesplacevalueofonesand
tens, reads, writesnumbersin
symbolsandwords, worksout
missingnumbersinnumberpatterns
andbeyond","Correctly:countsupto100,
representsnumbers1-50using
concreteobjects, identifiesplacevalue
ofonesandtens, reads, writes
numbersinsymbolsandwords, works
outmissingnumbersinnumber
patterns.","Inconsistently:countsupto100,
representsnumbers1-50usingconcrete
objects, identifiesplacevalueofonesand
tens, reads, writesnumbersinsymbols
andwords, worksoutmissingnumbers
innumberpatterns.","Majorinaccuraciesin:countingupto
100, representingnumbers1-50using
concreteobjects, identifyingplacevalue
ofonesandtens, readingandwriting
numbersinsymbolsandwords,
workingoutmissingnumbersinnumber
patterns.",one
14,1.0Numbers,"1.2WholeNumbers
(25lessons)","appreciatenumberpatternsbycreating
andextendingpatternsduringplay
activities.","Learnersinpairs/groupstocountby1’sand
2’supto20startingfrom anypointusing
concreteobjectsaswellasbodyparts.
 Learnerstotaketurnsincountingby:
 -5’supto50startingfrom zero
 -10’supto100startingfrom zero.
 Learnersinpairs/groupstocountby1’s
and2areusinganumberline.
 Learners in pairs/groups to play games
that involve representing numbers 1-
50usingconcreteobjects.
 Learnerstoidentifyplacevalueofones
andtens.
 Learnersinpairstoreciteandwrite
numbers1-50insymbols.
 Learnerstopracticewritingnumbers
1-10inwords.
 Learnerstoidentifymissing
numbersinnumberpatternsupto
20.
 Learnersinpairstocreatepatternswith
numbersupto20andsharewithother
groups.
 Learnerstoplaydigital
gamesinvolvingwhole
numbers.
 Learnerstoroleplayacashierinday
todaylifeactivitiessuchasacashier
counting5shillingcoins","Howmanyways
canwecountfrom
1-20?","Correctly:countsupto100, represents
numbers1-50usingconcreteobjects,
identifiesplacevalueofonesand
tens, reads, writesnumbersin
symbolsandwords, worksout
missingnumbersinnumberpatterns
andbeyond","Correctly:countsupto100,
representsnumbers1-50using
concreteobjects, identifiesplacevalue
ofonesandtens, reads, writes
numbersinsymbolsandwords, works
outmissingnumbersinnumber
patterns.","Inconsistently:countsupto100,
representsnumbers1-50usingconcrete
objects, identifiesplacevalueofonesand
tens, reads, writesnumbersinsymbols
andwords, worksoutmissingnumbers
innumberpatterns.","Majorinaccuraciesin:countingupto
100, representingnumbers1-50using
concreteobjects, identifyingplacevalue
ofonesandtens, readingandwriting
numbersinsymbolsandwords,
workingoutmissingnumbersinnumber
patterns.",one
15,"1.0
Numbers","1.3Addition
(25lessons)","modeladditionasputting
objectstogether,"," Learnersinpairs/groupstoputtwogroupsof
objectstogetherandcounttogetthetotal.
 Learnerstouse'+'and'='signsinwriting
additionsentences.
 Learnerstoadd2-singledigit-numbersby
skippingonanumberline.
 Learnerstoadd2-singledigitnumbersusing
thefamilyof10.
 Learnerstoadd2-singledigitnumberby
countingon.
 Learnerstoadd3-singledigitnumbersusing
anumberline.
 Learnerstoadd3-singledigitnumbersby
countingon.
 Learnerstoadd3-singledigitnumbersusing
thefamilyof10.
 Learnerstoadda2-digitnumbertoa1-
digitnumberwithoutregroupinghorizontally
andverticallywithsum notexceeding100.
 Learnerstoaddmultiplesof10uptoa
100vertically.
 Learnerstoplaydigitalgamesinvolvingaddition.
 Learnerstomakepatternsinvolvingaddition
withnumbersupto100.","How can you
add a 2- digit
number to a
1- digit
number?","Correctly:modelsaddition, uses'+'and
'='signs, addsmorethan2-digit
numbersto1-digitnumbersusing
differentstrategies, adds3-singledigit
numbersuptoasum of10, adds
multiplesof10upto100, worksout
missingnumbersinpatternsbeyond100.","Correctly:modelsaddition, uses'+'and'
='signs, addsupto2-digitnumbersto
1-digitnumbersusingdifferent
strategies, adds3-singledigitnumbers
uptoasum of10, addsmultiplesof10
upto100, worksoutmissingnumbersin
patternsupto100.","Inconsistently:modelsaddition, uses'+'
and'='signs, addsupto2-digit
numbersto1-digitnumbersusing
differentstrategies, adds3-singledigit
numbersuptoasum of10, adds
multiplesof10upto100, worksout
missingnumbersinpatternsupto100.","Majorinaccuraciesin:modeling
addition, using'+'and'='signs, adding
upto2-digitnumbersto1-digit
numbersusingdifferentstrategies,
adding3-singledigitnumbersuptoa
sum of10, addingmultiplesof10upto
100, workingoutmissingnumbersin
patternsupto100.",one
16,"1.0
Numbers","1.3Addition
(25lessons)","use'+'and'='signsinwriting
additionsentences,"," Learnersinpairs/groupstoputtwogroupsof
objectstogetherandcounttogetthetotal.
 Learnerstouse'+'and'='signsinwriting
additionsentences.
 Learnerstoadd2-singledigit-numbersby
skippingonanumberline.
 Learnerstoadd2-singledigitnumbersusing
thefamilyof10.
 Learnerstoadd2-singledigitnumberby
countingon.
 Learnerstoadd3-singledigitnumbersusing
anumberline.
 Learnerstoadd3-singledigitnumbersby
countingon.
 Learnerstoadd3-singledigitnumbersusing
thefamilyof10.
 Learnerstoadda2-digitnumbertoa1-
digitnumberwithoutregroupinghorizontally
andverticallywithsum notexceeding100.
 Learnerstoaddmultiplesof10uptoa
100vertically.
 Learnerstoplaydigitalgamesinvolvingaddition.
 Learnerstomakepatternsinvolvingaddition
withnumbersupto100.","How can you
add a 2- digit
number to a
1- digit
number?","Correctly:modelsaddition, uses'+'and
'='signs, addsmorethan2-digit
numbersto1-digitnumbersusing
differentstrategies, adds3-singledigit
numbersuptoasum of10, adds
multiplesof10upto100, worksout
missingnumbersinpatternsbeyond100.","Correctly:modelsaddition, uses'+'and'
='signs, addsupto2-digitnumbersto
1-digitnumbersusingdifferent
strategies, adds3-singledigitnumbers
uptoasum of10, addsmultiplesof10
upto100, worksoutmissingnumbersin
patternsupto100.","Inconsistently:modelsaddition, uses'+'
and'='signs, addsupto2-digit
numbersto1-digitnumbersusing
differentstrategies, adds3-singledigit
numbersuptoasum of10, adds
multiplesof10upto100, worksout
missingnumbersinpatternsupto100.","Majorinaccuraciesin:modeling
addition, using'+'and'='signs, adding
upto2-digitnumbersto1-digit
numbersusingdifferentstrategies,
adding3-singledigitnumbersuptoa
sum of10, addingmultiplesof10upto
100, workingoutmissingnumbersin
patternsupto100.",one
17,"1.0
Numbers","1.3Addition
(25lessons)","add2-singledigitnumbersuptoa
sum of10,"," Learnersinpairs/groupstoputtwogroupsof
objectstogetherandcounttogetthetotal.
 Learnerstouse'+'and'='signsinwriting
additionsentences.
 Learnerstoadd2-singledigit-numbersby
skippingonanumberline.
 Learnerstoadd2-singledigitnumbersusing
thefamilyof10.
 Learnerstoadd2-singledigitnumberby
countingon.
 Learnerstoadd3-singledigitnumbersusing
anumberline.
 Learnerstoadd3-singledigitnumbersby
countingon.
 Learnerstoadd3-singledigitnumbersusing
thefamilyof10.
 Learnerstoadda2-digitnumbertoa1-
digitnumberwithoutregroupinghorizontally
andverticallywithsum notexceeding100.
 Learnerstoaddmultiplesof10uptoa
100vertically.
 Learnerstoplaydigitalgamesinvolvingaddition.
 Learnerstomakepatternsinvolvingaddition
withnumbersupto100.","How can you
add a 2- digit
number to a
1- digit
number?","Correctly:modelsaddition, uses'+'and
'='signs, addsmorethan2-digit
numbersto1-digitnumbersusing
differentstrategies, adds3-singledigit
numbersuptoasum of10, adds
multiplesof10upto100, worksout
missingnumbersinpatternsbeyond100.","Correctly:modelsaddition, uses'+'and'
='signs, addsupto2-digitnumbersto
1-digitnumbersusingdifferent
strategies, adds3-singledigitnumbers
uptoasum of10, addsmultiplesof10
upto100, worksoutmissingnumbersin
patternsupto100.","Inconsistently:modelsaddition, uses'+'
and'='signs, addsupto2-digit
numbersto1-digitnumbersusing
differentstrategies, adds3-singledigit
numbersuptoasum of10, adds
multiplesof10upto100, worksout
missingnumbersinpatternsupto100.","Majorinaccuraciesin:modeling
addition, using'+'and'='signs, adding
upto2-digitnumbersto1-digit
numbersusingdifferentstrategies,
adding3-singledigitnumbersuptoa
sum of10, addingmultiplesof10upto
100, workingoutmissingnumbersin
patternsupto100.",one
18,"1.0
Numbers","1.3Addition
(25lessons)","add3-singledigitnumbersuptoa
sum of10indifferentcontexts,"," Learnersinpairs/groupstoputtwogroupsof
objectstogetherandcounttogetthetotal.
 Learnerstouse'+'and'='signsinwriting
additionsentences.
 Learnerstoadd2-singledigit-numbersby
skippingonanumberline.
 Learnerstoadd2-singledigitnumbersusing
thefamilyof10.
 Learnerstoadd2-singledigitnumberby
countingon.
 Learnerstoadd3-singledigitnumbersusing
anumberline.
 Learnerstoadd3-singledigitnumbersby
countingon.
 Learnerstoadd3-singledigitnumbersusing
thefamilyof10.
 Learnerstoadda2-digitnumbertoa1-
digitnumberwithoutregroupinghorizontally
andverticallywithsum notexceeding100.
 Learnerstoaddmultiplesof10uptoa
100vertically.
 Learnerstoplaydigitalgamesinvolvingaddition.
 Learnerstomakepatternsinvolvingaddition
withnumbersupto100.","How can you
add a 2- digit
number to a
1- digit
number?","Correctly:modelsaddition, uses'+'and
'='signs, addsmorethan2-digit
numbersto1-digitnumbersusing
differentstrategies, adds3-singledigit
numbersuptoasum of10, adds
multiplesof10upto100, worksout
missingnumbersinpatternsbeyond100.","Correctly:modelsaddition, uses'+'and'
='signs, addsupto2-digitnumbersto
1-digitnumbersusingdifferent
strategies, adds3-singledigitnumbers
uptoasum of10, addsmultiplesof10
upto100, worksoutmissingnumbersin
patternsupto100.","Inconsistently:modelsaddition, uses'+'
and'='signs, addsupto2-digit
numbersto1-digitnumbersusing
differentstrategies, adds3-singledigit
numbersuptoasum of10, adds
multiplesof10upto100, worksout
missingnumbersinpatternsupto100.","Majorinaccuraciesin:modeling
addition, using'+'and'='signs, adding
upto2-digitnumbersto1-digit
numbersusingdifferentstrategies,
adding3-singledigitnumbersuptoa
sum of10, addingmultiplesof10upto
100, workingoutmissingnumbersin
patternsupto100.",one
19,"1.0
Numbers","1.3Addition
(25lessons)","adda2-digitnumbertoa1-digit
numberwithoutregrouping,
horizontallyandverticallywithsum
notexceeding100,"," Learnersinpairs/groupstoputtwogroupsof
objectstogetherandcounttogetthetotal.
 Learnerstouse'+'and'='signsinwriting
additionsentences.
 Learnerstoadd2-singledigit-numbersby
skippingonanumberline.
 Learnerstoadd2-singledigitnumbersusing
thefamilyof10.
 Learnerstoadd2-singledigitnumberby
countingon.
 Learnerstoadd3-singledigitnumbersusing
anumberline.
 Learnerstoadd3-singledigitnumbersby
countingon.
 Learnerstoadd3-singledigitnumbersusing
thefamilyof10.
 Learnerstoadda2-digitnumbertoa1-
digitnumberwithoutregroupinghorizontally
andverticallywithsum notexceeding100.
 Learnerstoaddmultiplesof10uptoa
100vertically.
 Learnerstoplaydigitalgamesinvolvingaddition.
 Learnerstomakepatternsinvolvingaddition
withnumbersupto100.","How can you
add a 2- digit
number to a
1- digit
number?","Correctly:modelsaddition, uses'+'and
'='signs, addsmorethan2-digit
numbersto1-digitnumbersusing
differentstrategies, adds3-singledigit
numbersuptoasum of10, adds
multiplesof10upto100, worksout
missingnumbersinpatternsbeyond100.","Correctly:modelsaddition, uses'+'and'
='signs, addsupto2-digitnumbersto
1-digitnumbersusingdifferent
strategies, adds3-singledigitnumbers
uptoasum of10, addsmultiplesof10
upto100, worksoutmissingnumbersin
patternsupto100.","Inconsistently:modelsaddition, uses'+'
and'='signs, addsupto2-digit
numbersto1-digitnumbersusing
differentstrategies, adds3-singledigit
numbersuptoasum of10, adds
multiplesof10upto100, worksout
missingnumbersinpatternsupto100.","Majorinaccuraciesin:modeling
addition, using'+'and'='signs, adding
upto2-digitnumbersto1-digit
numbersusingdifferentstrategies,
adding3-singledigitnumbersuptoa
sum of10, addingmultiplesof10upto
100, workingoutmissingnumbersin
patternsupto100.",one
20,"1.0
Numbers","1.3Addition
(25lessons)","addmultiplesof10upto
100vertically,"," Learnersinpairs/groupstoputtwogroupsof
objectstogetherandcounttogetthetotal.
 Learnerstouse'+'and'='signsinwriting
additionsentences.
 Learnerstoadd2-singledigit-numbersby
skippingonanumberline.
 Learnerstoadd2-singledigitnumbersusing
thefamilyof10.
 Learnerstoadd2-singledigitnumberby
countingon.
 Learnerstoadd3-singledigitnumbersusing
anumberline.
 Learnerstoadd3-singledigitnumbersby
countingon.
 Learnerstoadd3-singledigitnumbersusing
thefamilyof10.
 Learnerstoadda2-digitnumbertoa1-
digitnumberwithoutregroupinghorizontally
andverticallywithsum notexceeding100.
 Learnerstoaddmultiplesof10uptoa
100vertically.
 Learnerstoplaydigitalgamesinvolvingaddition.
 Learnerstomakepatternsinvolvingaddition
withnumbersupto100.","How can you
add a 2- digit
number to a
1- digit
number?","Correctly:modelsaddition, uses'+'and
'='signs, addsmorethan2-digit
numbersto1-digitnumbersusing
differentstrategies, adds3-singledigit
numbersuptoasum of10, adds
multiplesof10upto100, worksout
missingnumbersinpatternsbeyond100.","Correctly:modelsaddition, uses'+'and'
='signs, addsupto2-digitnumbersto
1-digitnumbersusingdifferent
strategies, adds3-singledigitnumbers
uptoasum of10, addsmultiplesof10
upto100, worksoutmissingnumbersin
patternsupto100.","Inconsistently:modelsaddition, uses'+'
and'='signs, addsupto2-digit
numbersto1-digitnumbersusing
differentstrategies, adds3-singledigit
numbersuptoasum of10, adds
multiplesof10upto100, worksout
missingnumbersinpatternsupto100.","Majorinaccuraciesin:modeling
addition, using'+'and'='signs, adding
upto2-digitnumbersto1-digit
numbersusingdifferentstrategies,
adding3-singledigitnumbersuptoa
sum of10, addingmultiplesof10upto
100, workingoutmissingnumbersin
patternsupto100.",one
21,"1.0
Numbers","1.3Addition
(25lessons)","workoutmissingnumbersinpatterns
involvingadditionofwholenumbers
upto100."," Learnersinpairs/groupstoputtwogroupsof
objectstogetherandcounttogetthetotal.
 Learnerstouse'+'and'='signsinwriting
additionsentences.
 Learnerstoadd2-singledigit-numbersby
skippingonanumberline.
 Learnerstoadd2-singledigitnumbersusing
thefamilyof10.
 Learnerstoadd2-singledigitnumberby
countingon.
 Learnerstoadd3-singledigitnumbersusing
anumberline.
 Learnerstoadd3-singledigitnumbersby
countingon.
 Learnerstoadd3-singledigitnumbersusing
thefamilyof10.
 Learnerstoadda2-digitnumbertoa1-
digitnumberwithoutregroupinghorizontally
andverticallywithsum notexceeding100.
 Learnerstoaddmultiplesof10uptoa
100vertically.
 Learnerstoplaydigitalgamesinvolvingaddition.
 Learnerstomakepatternsinvolvingaddition
withnumbersupto100.","How can you
add a 2- digit
number to a
1- digit
number?","Correctly:modelsaddition, uses'+'and
'='signs, addsmorethan2-digit
numbersto1-digitnumbersusing
differentstrategies, adds3-singledigit
numbersuptoasum of10, adds
multiplesof10upto100, worksout
missingnumbersinpatternsbeyond100.","Correctly:modelsaddition, uses'+'and'
='signs, addsupto2-digitnumbersto
1-digitnumbersusingdifferent
strategies, adds3-singledigitnumbers
uptoasum of10, addsmultiplesof10
upto100, worksoutmissingnumbersin
patternsupto100.","Inconsistently:modelsaddition, uses'+'
and'='signs, addsupto2-digit
numbersto1-digitnumbersusing
differentstrategies, adds3-singledigit
numbersuptoasum of10, adds
multiplesof10upto100, worksout
missingnumbersinpatternsupto100.","Majorinaccuraciesin:modeling
addition, using'+'and'='signs, adding
upto2-digitnumbersto1-digit
numbersusingdifferentstrategies,
adding3-singledigitnumbersuptoa
sum of10, addingmultiplesof10upto
100, workingoutmissingnumbersin
patternsupto100.",one
22,"1.0
Numbers","1.4.Subtraction
(20lessons)","modelsubtractionas'takingaway'
usingconcreteobjects,"," Learnersinpairs/groupstomodelsubtractionusing
concreteobjects.
 Learnerstouse'-'and'='signsinwriting
subtractionsentences.
 Learnersinpairs/groupstosubtractbycountingbackwards
 Learnersinpairs/groupstosubtractusingthenumberline.
 Learnerstosolveroutineandnon-routineproblemsinvolving
subtractionofa1-digitnumberfrom a2-digitnumberbased
onbasicadditionfacts.
 Learnerstocreatesubtractionsentencesrelatedtobasic
additionfacts.
 Learnerstousetabletstoworkoutsubtractionofmultiplesof
10upto90.
 Learnersinpairs/groupstocreatepatterns
involvingsubtraction.","Howdoyou
subtractasingle
digitnumber
from a2-digit
number?","Correctly:modelssubtractionastaking
away, uses'-'and'='signstowrite
subtractionsentences, subtractssingle
digitnumbers, subtracts1-digitnumbers
from 2-digitnumbersbasedonbasic
additionfacts, relatesadditionand
subtractioninworkingoutproblems
involvingbasicadditionfacts, subtracts
multiplesof10from morethan90and
worksoutmissingnumbersinpatterns
upto100andbeyond.","Correctly:modelssubtractionastaking
away, uses'-'and'='signstowrite
subtractionsentences, subtractssingle
digitnumbers, subtracts1-digit
numbersfrom 2-digitnumbersbasedon
basicadditionfacts, relatesadditionand
subtractioninworkingoutproblems
involvingbasicadditionfacts, subtracts
multiplesof10from upto90andworks
outmissingnumbersinpatternsupto
100.","Inconsistently:modelssubtractionas
takingaway, uses, uses'-'and'='signs
towritesubtractionsentences, subtracts
singledigitnumbers, subtracts1-digit
numbersfrom 2-digitnumbersbasedon
basicadditionfacts, relatesadditionand
subtractioninworkingoutproblems
involvingbasicadditionfacts, subtracts
multiplesof10from upto90andworks
outmissingnumbersinpatternsupto
100.","Majorinaccuraciesin:modeling
subtractionastakingaway, using'-'and'
='signstowritesubtractionsentences,
subtractingsingledigitnumbers,
subtracting1-digitnumbersfrom 2-
digitnumbersbasedonbasicaddition
facts, relatingadditionandsubtractionin
workingoutproblemsinvolvingbasic
additionfacts, subtractingmultiplesof
10from upto90andworkingout
missingnumbersinpatternsupto100.",one
23,"1.0
Numbers","1.4.Subtraction
(20lessons)","usethe'-'and'='signsin
writingsubtractionsentences,"," Learnersinpairs/groupstomodelsubtractionusing
concreteobjects.
 Learnerstouse'-'and'='signsinwriting
subtractionsentences.
 Learnersinpairs/groupstosubtractbycountingbackwards
 Learnersinpairs/groupstosubtractusingthenumberline.
 Learnerstosolveroutineandnon-routineproblemsinvolving
subtractionofa1-digitnumberfrom a2-digitnumberbased
onbasicadditionfacts.
 Learnerstocreatesubtractionsentencesrelatedtobasic
additionfacts.
 Learnerstousetabletstoworkoutsubtractionofmultiplesof
10upto90.
 Learnersinpairs/groupstocreatepatterns
involvingsubtraction.","Howdoyou
subtractasingle
digitnumber
from a2-digit
number?","Correctly:modelssubtractionastaking
away, uses'-'and'='signstowrite
subtractionsentences, subtractssingle
digitnumbers, subtracts1-digitnumbers
from 2-digitnumbersbasedonbasic
additionfacts, relatesadditionand
subtractioninworkingoutproblems
involvingbasicadditionfacts, subtracts
multiplesof10from morethan90and
worksoutmissingnumbersinpatterns
upto100andbeyond.","Correctly:modelssubtractionastaking
away, uses'-'and'='signstowrite
subtractionsentences, subtractssingle
digitnumbers, subtracts1-digit
numbersfrom 2-digitnumbersbasedon
basicadditionfacts, relatesadditionand
subtractioninworkingoutproblems
involvingbasicadditionfacts, subtracts
multiplesof10from upto90andworks
outmissingnumbersinpatternsupto
100.","Inconsistently:modelssubtractionas
takingaway, uses, uses'-'and'='signs
towritesubtractionsentences, subtracts
singledigitnumbers, subtracts1-digit
numbersfrom 2-digitnumbersbasedon
basicadditionfacts, relatesadditionand
subtractioninworkingoutproblems
involvingbasicadditionfacts, subtracts
multiplesof10from upto90andworks
outmissingnumbersinpatternsupto
100.","Majorinaccuraciesin:modeling
subtractionastakingaway, using'-'and'
='signstowritesubtractionsentences,
subtractingsingledigitnumbers,
subtracting1-digitnumbersfrom 2-
digitnumbersbasedonbasicaddition
facts, relatingadditionandsubtractionin
workingoutproblemsinvolvingbasic
additionfacts, subtractingmultiplesof
10from upto90andworkingout
missingnumbersinpatternsupto100.",one
24,"1.0
Numbers","1.4.Subtraction
(20lessons)","subtractsingledigitnumbers,"," Learnersinpairs/groupstomodelsubtractionusing
concreteobjects.
 Learnerstouse'-'and'='signsinwriting
subtractionsentences.
 Learnersinpairs/groupstosubtractbycountingbackwards
 Learnersinpairs/groupstosubtractusingthenumberline.
 Learnerstosolveroutineandnon-routineproblemsinvolving
subtractionofa1-digitnumberfrom a2-digitnumberbased
onbasicadditionfacts.
 Learnerstocreatesubtractionsentencesrelatedtobasic
additionfacts.
 Learnerstousetabletstoworkoutsubtractionofmultiplesof
10upto90.
 Learnersinpairs/groupstocreatepatterns
involvingsubtraction.","Howdoyou
subtractasingle
digitnumber
from a2-digit
number?","Correctly:modelssubtractionastaking
away, uses'-'and'='signstowrite
subtractionsentences, subtractssingle
digitnumbers, subtracts1-digitnumbers
from 2-digitnumbersbasedonbasic
additionfacts, relatesadditionand
subtractioninworkingoutproblems
involvingbasicadditionfacts, subtracts
multiplesof10from morethan90and
worksoutmissingnumbersinpatterns
upto100andbeyond.","Correctly:modelssubtractionastaking
away, uses'-'and'='signstowrite
subtractionsentences, subtractssingle
digitnumbers, subtracts1-digit
numbersfrom 2-digitnumbersbasedon
basicadditionfacts, relatesadditionand
subtractioninworkingoutproblems
involvingbasicadditionfacts, subtracts
multiplesof10from upto90andworks
outmissingnumbersinpatternsupto
100.","Inconsistently:modelssubtractionas
takingaway, uses, uses'-'and'='signs
towritesubtractionsentences, subtracts
singledigitnumbers, subtracts1-digit
numbersfrom 2-digitnumbersbasedon
basicadditionfacts, relatesadditionand
subtractioninworkingoutproblems
involvingbasicadditionfacts, subtracts
multiplesof10from upto90andworks
outmissingnumbersinpatternsupto
100.","Majorinaccuraciesin:modeling
subtractionastakingaway, using'-'and'
='signstowritesubtractionsentences,
subtractingsingledigitnumbers,
subtracting1-digitnumbersfrom 2-
digitnumbersbasedonbasicaddition
facts, relatingadditionandsubtractionin
workingoutproblemsinvolvingbasic
additionfacts, subtractingmultiplesof
10from upto90andworkingout
missingnumbersinpatternsupto100.",one
